region_key,region_division,region_city,region_msa
484,ANTIOQUIA,NARIÑO,PUERTO VENUS (SAMANA)
485,ANTIOQUIA,NARIÑO,EL FARO
486,ANTIOQUIA,NECOCLI,NECOCLI
487,ANTIOQUIA,NECOCLI,EL TOTUMO
488,ANTIOQUIA,NECOCLI,MULATOS
489,ANTIOQUIA,NECOCLI,PUEBLO NUEVO
490,ANTIOQUIA,NECOCLI,ZAPATA
491,ANTIOQUIA,NECOCLI,CARIBIA
492,ANTIOQUIA,NECOCLI,VEREDA CASA BLANCA
493,ANTIOQUIA,NECOCLI,VEREDA EL BOBAL
494,ANTIOQUIA,NECOCLI,LAS CHANGAS
495,ANTIOQUIA,NECOCLI,EL MELLITO
496,ANTIOQUIA,NECHI,NECHI
497,ANTIOQUIA,NECHI,BIJAGUAL
498,ANTIOQUIA,NECHI,COLORADO
499,ANTIOQUIA,NECHI,LA CONCHA
500,ANTIOQUIA,NECHI,LAS FLORES
501,ANTIOQUIA,NECHI,CARGUEROS
502,ANTIOQUIA,OLAYA,OLAYA
503,ANTIOQUIA,OLAYA,LLANADAS
504,ANTIOQUIA,OLAYA,SUCRE
505,ANTIOQUIA,PEÑOL,PEÑOL
506,ANTIOQUIA,PEQUE,PEQUE
507,ANTIOQUIA,PEQUE,BARBACOAS
508,ANTIOQUIA,PEQUE,LOMITAS
509,ANTIOQUIA,PEQUE,LOS LLANOS
510,ANTIOQUIA,PEQUE,LA VEGA DEL INGLES
511,ANTIOQUIA,PEQUE,EL AGRIO
512,ANTIOQUIA,PEQUE,JERIGUA
513,ANTIOQUIA,PUEBLORRICO,PUEBLORRICO
514,ANTIOQUIA,PUERTO BERRIO,PUERTO BERRIO
515,ANTIOQUIA,PUERTO BERRIO,PUERTO MURILLO
516,ANTIOQUIA,PUERTO BERRIO,VIRGINIAS
517,ANTIOQUIA,PUERTO BERRIO,CABAÑAS
518,ANTIOQUIA,PUERTO BERRIO,EL BRASIL
519,ANTIOQUIA,PUERTO BERRIO,CRISTALINA
520,ANTIOQUIA,PUERTO BERRIO,MALENA
521,ANTIOQUIA,PUERTO BERRIO,CALERA
522,ANTIOQUIA,PUERTO BERRIO,BODEGAS
523,ANTIOQUIA,PUERTO BERRIO,DORADO-CALAMAR
524,ANTIOQUIA,PUERTO BERRIO,LA CARLOTA
525,ANTIOQUIA,PUERTO BERRIO,MINAS DEL VAPOR
526,ANTIOQUIA,PUERTO BERRIO,SANTA MARTINA
527,ANTIOQUIA,PUERTO NARE,PUERTO NARE
528,ANTIOQUIA,PUERTO NARE,ARABIA
529,ANTIOQUIA,PUERTO NARE,LOS DELIRIOS
530,ANTIOQUIA,PUERTO NARE,LA SIERRA
531,ANTIOQUIA,PUERTO NARE,LA UNION
532,ANTIOQUIA,PUERTO NARE,LA PESCA
533,ANTIOQUIA,PUERTO NARE,EL DELIRIO
534,ANTIOQUIA,PUERTO NARE,LAS ANGELITAS
535,ANTIOQUIA,PUERTO TRIUNFO,PUERTO TRIUNFO
536,ANTIOQUIA,PUERTO TRIUNFO,PUERTO PERALES NUEVO
537,ANTIOQUIA,PUERTO TRIUNFO,ESTACION COCORNA
538,ANTIOQUIA,PUERTO TRIUNFO,DORADAL
539,ANTIOQUIA,PUERTO TRIUNFO,LA MERCEDES
540,ANTIOQUIA,PUERTO TRIUNFO,ESTACION PITA
541,ANTIOQUIA,PUERTO TRIUNFO,LA FLORIDA TRES RANCHOS
542,ANTIOQUIA,PUERTO TRIUNFO,SANTIAGO BERRIO
543,ANTIOQUIA,REMEDIOS,REMEDIOS
544,ANTIOQUIA,REMEDIOS,LA CRUZADA
545,ANTIOQUIA,REMEDIOS,SANTA ISABEL
546,ANTIOQUIA,REMEDIOS,OTU
547,ANTIOQUIA,REMEDIOS,CAÑAVERAL
548,ANTIOQUIA,REMEDIOS,MARTANA
549,ANTIOQUIA,REMEDIOS,RIO BAGRE
550,ANTIOQUIA,RETIRO,RETIRO
551,ANTIOQUIA,RETIRO,ALTO DE CARRIZALES
552,ANTIOQUIA,RETIRO,SAN DIEGO
553,ANTIOQUIA,RETIRO,EL CHUSCAL
554,ANTIOQUIA,RETIRO,LEJOS DEL NIDO
555,ANTIOQUIA,RETIRO,LOS SALADOS
556,ANTIOQUIA,RETIRO,SANTA ELENA
557,ANTIOQUIA,RETIRO,EL PORTENTO
558,ANTIOQUIA,RETIRO,LA LORENA
559,ANTIOQUIA,RETIRO,MARTIN PESCADOR
560,ANTIOQUIA,RIONEGRO,RIONEGRO
561,ANTIOQUIA,RIONEGRO,AEROPUERTO
562,ANTIOQUIA,RIONEGRO,LA PLAYA
563,ANTIOQUIA,RIONEGRO,LOS PEÑOLES
564,ANTIOQUIA,SABANALARGA,SABANALARGA
565,ANTIOQUIA,SABANALARGA,EL JUNCO
566,ANTIOQUIA,SABANALARGA,EL ORO
567,ANTIOQUIA,SABANALARGA,EL SOCORRO
568,ANTIOQUIA,SABANALARGA,MEMBRILLAL
569,ANTIOQUIA,SABANALARGA,PENDIENTE
570,ANTIOQUIA,SABANALARGA,REMARTIN
571,ANTIOQUIA,SABANETA,SABANETA
572,ANTIOQUIA,SABANETA,MARIA AUXILIADORA
573,ANTIOQUIA,SABANETA,CAÑAVERALEJO
574,ANTIOQUIA,SABANETA,SAN ISIDRO
575,ANTIOQUIA,SABANETA,LA INMACULADA
576,ANTIOQUIA,SABANETA,PAN DE AZUCAR
577,ANTIOQUIA,SABANETA,LA DOCTORA
578,ANTIOQUIA,SABANETA,LAS LOMITAS
579,ANTIOQUIA,SABANETA,LAS BRISAS
580,ANTIOQUIA,SABANETA,LOMA DEL TABURETE PARTE BAJA
581,ANTIOQUIA,SABANETA,LOS HENAO
582,ANTIOQUIA,SABANETA,PLAYAS PLACER
583,ANTIOQUIA,SALGAR,SALGAR
584,ANTIOQUIA,SALGAR,EL CONCILIO
585,ANTIOQUIA,SALGAR,LA CAMARA
586,ANTIOQUIA,SALGAR,LA MARGARITA
587,ANTIOQUIA,SALGAR,LA SIBERIA
588,ANTIOQUIA,SALGAR,LA TABORDA
589,ANTIOQUIA,SALGAR,EL JUNCO
590,ANTIOQUIA,SALGAR,PEÑALISA
591,ANTIOQUIA,SALGAR,LA GULUNGA
592,ANTIOQUIA,SAN ANDRES DE CUERQUIA,SAN ANDRES DE CUERQUIA
593,ANTIOQUIA,SAN CARLOS,SAN CARLOS
594,ANTIOQUIA,SAN CARLOS,EL JORDAN
595,ANTIOQUIA,SAN CARLOS,SAMANA
596,ANTIOQUIA,SAN CARLOS,PUERTO GARZA
597,ANTIOQUIA,SAN CARLOS,DOS QUEBRADAS
598,ANTIOQUIA,SAN CARLOS,LA HONDITA
599,ANTIOQUIA,SAN CARLOS,VALLEJUELO
600,ANTIOQUIA,SAN CARLOS,EL PORVENIR
601,ANTIOQUIA,SAN FRANCISCO,SAN FRANCISCO
602,ANTIOQUIA,SAN FRANCISCO,AQUITANIA
603,ANTIOQUIA,SAN JERONIMO,SAN JERONIMO
604,ANTIOQUIA,SAN JERONIMO,LOS CEDROS
605,ANTIOQUIA,SAN JERONIMO,LLANOS DE SAN JUAN
606,ANTIOQUIA,SAN JERONIMO,LLANOS DE AGUIRRE
607,ANTIOQUIA,SAN JERONIMO,MESTIZAL
608,ANTIOQUIA,SAN JERONIMO,POLEAL
609,ANTIOQUIA,SAN JERONIMO,BUENOS AIRES PARTE ALTA
610,ANTIOQUIA,SAN JERONIMO,EL CALVARIO
611,ANTIOQUIA,SAN JERONIMO,EL POMAR
612,ANTIOQUIA,SAN JERONIMO,LA CIENAGA
613,ANTIOQUIA,SAN JERONIMO,LA PALMA
614,ANTIOQUIA,SAN JERONIMO,QUIMBAYO
615,ANTIOQUIA,SAN JERONIMO,VELIGUARIN
616,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,SAN JOSE DE LA MONTAÑA
617,ANTIOQUIA,SAN JUAN DE URABA,SAN JUAN DE URABA
618,ANTIOQUIA,SAN JUAN DE URABA,DAMAQUIEL
619,ANTIOQUIA,SAN JUAN DE URABA,SAN JUANCITO
620,ANTIOQUIA,SAN JUAN DE URABA,UVEROS
621,ANTIOQUIA,SAN JUAN DE URABA,SIETE VUELTAS
622,ANTIOQUIA,SAN JUAN DE URABA,SAN NICOLAS DEL RIO
623,ANTIOQUIA,SAN LUIS,SAN LUIS
624,ANTIOQUIA,SAN LUIS,EL SILENCIO
625,ANTIOQUIA,SAN LUIS,EL PRODIGIO
626,ANTIOQUIA,SAN LUIS,BUENOS AIRES
627,ANTIOQUIA,SAN LUIS,ALTA VISTA
628,ANTIOQUIA,SAN LUIS,SALAMBRINA
629,ANTIOQUIA,SAN LUIS,MONTELORO (LA JOSEFINA)
630,ANTIOQUIA,SAN LUIS,LA TEBAIDA
631,ANTIOQUIA,SAN LUIS,SOPETRAN
632,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,SAN PEDRO DE LOS MILAGROS
633,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,LA CUCHILLA
634,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,LA PALMA
635,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,EL ESPINAL
636,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,OVEJAS
637,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,LA LANA
638,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,PANTANILLO
639,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,RIO CHICO
640,ANTIOQUIA,SAN PEDRO DE URABA,SAN PEDRO DE URABA
641,ANTIOQUIA,SAN PEDRO DE URABA,SANTA CATALINA
642,ANTIOQUIA,SAN PEDRO DE URABA,ARENAS MONAS
643,ANTIOQUIA,SAN PEDRO DE URABA,ZAPINDONGA
644,ANTIOQUIA,SAN PEDRO DE URABA,ALMAGRAS
645,ANTIOQUIA,SAN PEDRO DE URABA,BETANIA
646,ANTIOQUIA,SAN PEDRO DE URABA,CARACOLI
647,ANTIOQUIA,SAN PEDRO DE URABA,EL TOMATE
648,ANTIOQUIA,SAN PEDRO DE URABA,EL ZUMBIDO
649,ANTIOQUIA,SAN PEDRO DE URABA,MOLENILLO
650,ANTIOQUIA,SAN PEDRO DE URABA,PELAYITO
651,ANTIOQUIA,SAN PEDRO DE URABA,QUEBRADA DEL MEDIO
652,ANTIOQUIA,SAN PEDRO DE URABA,RALITO
653,ANTIOQUIA,SAN RAFAEL,SAN RAFAEL
654,ANTIOQUIA,SAN RAFAEL,EL BIZCOCHO
655,ANTIOQUIA,SAN ROQUE,SAN ROQUE
656,ANTIOQUIA,SAN ROQUE,CRISTALES
657,ANTIOQUIA,SAN ROQUE,PROVIDENCIA
658,ANTIOQUIA,SAN ROQUE,SAN JOSE DEL NUS
659,ANTIOQUIA,SAN VICENTE FERRER,SAN VICENTE
660,ANTIOQUIA,SAN VICENTE FERRER,CORRIENTES
661,ANTIOQUIA,SANTA BARBARA,SANTA BARBARA
662,ANTIOQUIA,SANTA BARBARA,DAMASCO
663,ANTIOQUIA,SANTA BARBARA,EL CAIRO
664,ANTIOQUIA,SANTA BARBARA,VERSALLES
665,ANTIOQUIA,SANTA BARBARA,TRECE DE JUNIO
666,ANTIOQUIA,SANTA BARBARA,EL HELECHAL
667,ANTIOQUIA,SANTA BARBARA,LOS ALMENDROS
668,ANTIOQUIA,SANTA BARBARA,YARUMALITO
669,ANTIOQUIA,SANTA ROSA DE OSOS,SANTA ROSA DE OSOS
670,ANTIOQUIA,SANTA ROSA DE OSOS,ARAGON
671,ANTIOQUIA,SANTA ROSA DE OSOS,HOYO RICO
672,ANTIOQUIA,SANTA ROSA DE OSOS,SAN ISIDRO
673,ANTIOQUIA,SANTA ROSA DE OSOS,SAN PABLO
674,ANTIOQUIA,SANTA ROSA DE OSOS,RIO GRANDE
675,ANTIOQUIA,SANTA ROSA DE OSOS,EL CANEY
676,ANTIOQUIA,SANTA ROSA DE OSOS,EL CHAQUIRO
677,ANTIOQUIA,SANTA ROSA DE OSOS,LA CEJITA
678,ANTIOQUIA,SANTA ROSA DE OSOS,MALAMBO
679,ANTIOQUIA,SANTO DOMINGO,SANTO DOMINGO
680,ANTIOQUIA,SANTO DOMINGO,BOTERO
681,ANTIOQUIA,SANTO DOMINGO,EL LIMON
682,ANTIOQUIA,SANTO DOMINGO,PORCECITO
683,ANTIOQUIA,SANTO DOMINGO,SANTIAGO
684,ANTIOQUIA,SANTO DOMINGO,VERSALLES
685,ANTIOQUIA,SANTO DOMINGO,LA QUIEBRA
686,ANTIOQUIA,EL SANTUARIO,EL SANTUARIO
687,ANTIOQUIA,SEGOVIA,SEGOVIA
688,ANTIOQUIA,SEGOVIA,FRAGUAS
689,ANTIOQUIA,SEGOVIA,PUERTO CALAVERA
690,ANTIOQUIA,SEGOVIA,CAMPO ALEGRE
691,ANTIOQUIA,SEGOVIA,EL CENIZO
692,ANTIOQUIA,SEGOVIA,EL CRISTO
693,ANTIOQUIA,SEGOVIA,EL CHISPERO
694,ANTIOQUIA,SEGOVIA,LA CALIENTE
695,ANTIOQUIA,SONSON,SONSON
696,ANTIOQUIA,SONSON,ALTO DE SABANAS
697,ANTIOQUIA,SONSON,SAN MIGUEL
698,ANTIOQUIA,SONSON,LA DANTA
699,ANTIOQUIA,SONSON,JERUSALEN
700,ANTIOQUIA,SOPETRAN,SOPETRAN
701,ANTIOQUIA,SOPETRAN,CORDOBA
702,ANTIOQUIA,SOPETRAN,HORIZONTES
703,ANTIOQUIA,SOPETRAN,SAN NICOLAS
704,ANTIOQUIA,SOPETRAN,EL RODEO
705,ANTIOQUIA,TAMESIS,TAMESIS
706,ANTIOQUIA,TAMESIS,PALERMO
707,ANTIOQUIA,TAMESIS,SAN PABLO
708,ANTIOQUIA,TARAZA,TARAZA
709,ANTIOQUIA,TARAZA,BARRO BLANCO
710,ANTIOQUIA,TARAZA,EL DOCE
711,ANTIOQUIA,TARAZA,PUERTO ANTIOQUIA
712,ANTIOQUIA,TARAZA,LA CAUCANA
713,ANTIOQUIA,TARAZA,EL GUAIMARO
714,ANTIOQUIA,TARAZA,PIEDRAS
715,ANTIOQUIA,TARSO,TARSO
716,ANTIOQUIA,TITIRIBI,TITIRIBI
717,ANTIOQUIA,TITIRIBI,LA MESETA
718,ANTIOQUIA,TITIRIBI,ALBANIA
719,ANTIOQUIA,TITIRIBI,OTRAMINA
720,ANTIOQUIA,TITIRIBI,SITIO VIEJO
721,ANTIOQUIA,TITIRIBI,CORCOVADO
722,ANTIOQUIA,TITIRIBI,BALSAL
723,ANTIOQUIA,TITIRIBI,BOSQUE
724,ANTIOQUIA,TITIRIBI,CARACOL
725,ANTIOQUIA,TITIRIBI,FALDA DEL CAUCA
726,ANTIOQUIA,TITIRIBI,LOMA DEL GUAMO
727,ANTIOQUIA,TITIRIBI,MICOS
728,ANTIOQUIA,TITIRIBI,MORRO
729,ANTIOQUIA,TITIRIBI,LA PEÑA
730,ANTIOQUIA,TITIRIBI,PORVENIR
731,ANTIOQUIA,TITIRIBI,PUEBLITO DE LOS BOLIVARES
732,ANTIOQUIA,TITIRIBI,PUERTO ESCONDIDO
733,ANTIOQUIA,TITIRIBI,SINIFANA
734,ANTIOQUIA,TITIRIBI,VOLCAN
735,ANTIOQUIA,TITIRIBI,ZANCUDO
736,ANTIOQUIA,TOLEDO,TOLEDO
737,ANTIOQUIA,TOLEDO,BUENAVISTA
738,ANTIOQUIA,TOLEDO,EL VALLE
739,ANTIOQUIA,TURBO,TURBO
740,ANTIOQUIA,TURBO,CURRULAO
741,ANTIOQUIA,TURBO,NUEVA COLONIA
742,ANTIOQUIA,TURBO,EL TRES
743,ANTIOQUIA,TURBO,NUEVO ORIENTE
744,ANTIOQUIA,TURBO,SAN VICENTE DEL CONGO
745,ANTIOQUIA,TURBO,TIE
746,ANTIOQUIA,TURBO,LOMAS AISLADAS
747,ANTIOQUIA,TURBO,RIOGRANDE
748,ANTIOQUIA,TURBO,BOCAS DEL ATRATO
749,ANTIOQUIA,TURBO,EL DOS
750,ANTIOQUIA,TURBO,PUEBLO BELLO
751,ANTIOQUIA,TURBO,SAN JOSE DE MULATOS
752,ANTIOQUIA,TURBO,PUERTO RICO
753,ANTIOQUIA,TURBO,NUEVO ANTIOQUIA
754,ANTIOQUIA,TURBO,MACONDO
755,ANTIOQUIA,TURBO,ALTO DE MULATOS
756,ANTIOQUIA,TURBO,BLANQUICET
757,ANTIOQUIA,TURBO,CASANOVA
758,ANTIOQUIA,TURBO,LAS GARZAS
759,ANTIOQUIA,TURBO,VILLA MARIA ARRIBA
760,ANTIOQUIA,TURBO,COLDESA-BARRIO LAS PALMAS
761,ANTIOQUIA,TURBO,EL PORVENIR
762,ANTIOQUIA,TURBO,NUEVA GRANADA
763,ANTIOQUIA,TURBO,PUNTA DE PIEDRA
764,ANTIOQUIA,URAMITA,URAMITA
765,ANTIOQUIA,URAMITA,AMBALEMA
766,ANTIOQUIA,URAMITA,EL PITAL
767,ANTIOQUIA,URRAO,URRAO
768,ANTIOQUIA,URRAO,LA ENCARNACION
769,ANTIOQUIA,URRAO,MANDE
770,ANTIOQUIA,URRAO,SANTA ISABEL
771,ANTIOQUIA,URRAO,PUNTA DE OCAIDO
772,ANTIOQUIA,VALDIVIA,VALDIVIA
773,ANTIOQUIA,VALDIVIA,PUERTO VALDIVIA
774,ANTIOQUIA,VALDIVIA,RAUDAL VIEJO
775,ANTIOQUIA,VALPARAISO,VALPARAISO
776,ANTIOQUIA,VALPARAISO,LA HERRADURA
777,ANTIOQUIA,VALPARAISO,TARTARIN MOREIRA
778,ANTIOQUIA,VALPARAISO,ITIMA
779,ANTIOQUIA,VALPARAISO,MURRAPAL
780,ANTIOQUIA,VALPARAISO,PUEBLO NUEVO
781,ANTIOQUIA,VEGACHI,VEGACHI
782,ANTIOQUIA,VEGACHI,EL TIGRE
783,ANTIOQUIA,VENECIA,VENECIA
784,ANTIOQUIA,VENECIA,BOLOMBOLO
785,ANTIOQUIA,VENECIA,LA MINA
786,ANTIOQUIA,VIGIA DEL FUERTE,VIGIA DEL FUERTE
787,ANTIOQUIA,VIGIA DEL FUERTE,SAN ANTONIO DE PADUA
788,ANTIOQUIA,VIGIA DEL FUERTE,VEGAEZ
789,ANTIOQUIA,VIGIA DEL FUERTE,NEUDO
790,ANTIOQUIA,VIGIA DEL FUERTE,SAN ALEJANDRO
791,ANTIOQUIA,VIGIA DEL FUERTE,SAN MIGUEL
792,ANTIOQUIA,VIGIA DEL FUERTE,PUERTO ANTIOQUIA
793,ANTIOQUIA,VIGIA DEL FUERTE,BUCHADO
794,ANTIOQUIA,VIGIA DEL FUERTE,NENDO
795,ANTIOQUIA,VIGIA DEL FUERTE,PALO BLANCO
796,ANTIOQUIA,VIGIA DEL FUERTE,BAJO MURRI
797,ANTIOQUIA,YALI,YALI
798,ANTIOQUIA,YARUMAL,YARUMAL
799,ANTIOQUIA,YARUMAL,CEDEÑO
800,ANTIOQUIA,YARUMAL,EL CEDRO
801,ANTIOQUIA,YARUMAL,OCHALI
802,ANTIOQUIA,YARUMAL,LLANOS DE CUIVA
803,ANTIOQUIA,YARUMAL,EL PUEBLITO
804,ANTIOQUIA,YARUMAL,LA LOMA
805,ANTIOQUIA,YARUMAL,MINA VIEJA
806,ANTIOQUIA,YOLOMBO,YOLOMBO
807,ANTIOQUIA,YOLOMBO,LA FLORESTA
808,ANTIOQUIA,YOLOMBO,LA LEONA
809,ANTIOQUIA,YOLOMBO,LA CANCANA
810,ANTIOQUIA,YOLOMBO,EL RUBI
811,ANTIOQUIA,YOLOMBO,LA ARGENTINA
812,ANTIOQUIA,YOLOMBO,ABISINIA
813,ANTIOQUIA,YOLOMBO,BENGALA
814,ANTIOQUIA,YOLOMBO,BAREÑO
815,ANTIOQUIA,YONDO,CASABE
816,ANTIOQUIA,YONDO,SAN LUIS BELTRAN
817,ANTIOQUIA,YONDO,SAN MIGUEL DEL TIGRE
818,ANTIOQUIA,YONDO,CUATRO BOCAS
819,ANTIOQUIA,YONDO,SAN FRANCISCO
820,ANTIOQUIA,YONDO,AMERICAS
821,ANTIOQUIA,YONDO,BAGRE
822,ANTIOQUIA,YONDO,BOCAS DE BARBACOAS
823,ANTIOQUIA,YONDO,BODEGAS
824,ANTIOQUIA,YONDO,CAMPO VIJAO
825,ANTIOQUIA,YONDO,CONGOJA
826,ANTIOQUIA,YONDO,POZA
827,ANTIOQUIA,YONDO,PUERTO MANGO
828,ANTIOQUIA,YONDO,PUERTO MATILDE
829,ANTIOQUIA,YONDO,PUERTO NUEVO
830,ANTIOQUIA,YONDO,PUERTO TAMOS
831,ANTIOQUIA,ZARAGOZA,ZARAGOZA
832,ANTIOQUIA,ZARAGOZA,EL REAL
833,ANTIOQUIA,ZARAGOZA,BUENOS AIRES
834,ANTIOQUIA,ZARAGOZA,PATO
835,ANTIOQUIA,ZARAGOZA,PUERTO COLOMBIA
836,ANTIOQUIA,ZARAGOZA,VEGAS DE SEGOVIA
837,ATLANTICO,BARRANQUILLA,BARRANQUILLA
838,ATLANTICO,BARRANQUILLA,JUAN MINA
839,ATLANTICO,BARRANQUILLA,PINAR DEL RIO
840,ATLANTICO,BARANOA,BARANOA
841,ATLANTICO,BARANOA,CAMPECHE
842,ATLANTICO,BARANOA,PITAL
843,ATLANTICO,BARANOA,SIBARCO
844,ATLANTICO,CAMPO DE LA CRUZ,CAMPO DE LA CRUZ
845,ATLANTICO,CAMPO DE LA CRUZ,BOHORQUEZ
846,ATLANTICO,CANDELARIA,CANDELARIA
847,ATLANTICO,CANDELARIA,SAN JOSE DEL CARRETAL
848,ATLANTICO,CANDELARIA,BUENAVENTURA DE LEÑA
849,ATLANTICO,GALAPA,GALAPA
850,ATLANTICO,GALAPA,PALUATO
851,ATLANTICO,JUAN DE ACOSTA,JUAN DE ACOSTA
852,ATLANTICO,JUAN DE ACOSTA,BOCATOCINO
853,ATLANTICO,JUAN DE ACOSTA,CHORRERA
854,ATLANTICO,JUAN DE ACOSTA,SAN JOSE DE SACO
855,ATLANTICO,JUAN DE ACOSTA,SANTA VERONICA
856,ATLANTICO,JUAN DE ACOSTA,URBANIZACION PUNTA CANGREJO
857,ATLANTICO,LURUACO,LURUACO
858,ATLANTICO,LURUACO,ARROYO DE PIEDRA
859,ATLANTICO,LURUACO,PALMAR DE CANDELARIA
860,ATLANTICO,LURUACO,LOS PENDALES
861,ATLANTICO,LURUACO,SAN JUAN DE TOCAGUA
862,ATLANTICO,LURUACO,SANTA CRUZ
863,ATLANTICO,LURUACO,LOS LIMITES
864,ATLANTICO,LURUACO,LA PUNTICA
865,ATLANTICO,LURUACO,BARRIGON
866,ATLANTICO,LURUACO,SOCAVON
867,ATLANTICO,MALAMBO,MALAMBO
868,ATLANTICO,MALAMBO,CARACOLI
869,ATLANTICO,MALAMBO,LA AGUADA
870,ATLANTICO,MALAMBO,PITALITO
871,ATLANTICO,MANATI,MANATI
872,ATLANTICO,MANATI,EL PORVENIR (LAS COMPUERTAS)
873,ATLANTICO,PALMAR DE VARELA,PALMAR DE VARELA
874,ATLANTICO,PALMAR DE VARELA,BURRUSCOS
875,ATLANTICO,PIOJO,PIOJO
876,ATLANTICO,PIOJO,AGUAS VIVAS
877,ATLANTICO,PIOJO,HIBACHARO
878,ATLANTICO,POLONUEVO,POLONUEVO
879,ATLANTICO,POLONUEVO,PITAL DEL CARLIN (PITALITO)
880,ATLANTICO,PONEDERA,PONEDERA
881,ATLANTICO,PONEDERA,LA RETIRADA
882,ATLANTICO,PONEDERA,MARTILLO
883,ATLANTICO,PONEDERA,PUERTO GIRALDO
884,ATLANTICO,PONEDERA,SANTA RITA
885,ATLANTICO,PONEDERA,CASCAJAL
886,ATLANTICO,PUERTO COLOMBIA,PUERTO COLOMBIA
887,ATLANTICO,PUERTO COLOMBIA,SALGAR
888,ATLANTICO,PUERTO COLOMBIA,SABANILLA (MONTE CARMELO)
889,ATLANTICO,PUERTO COLOMBIA,URBANIZACION BARRANQUILLA SPORT CLUB
890,ATLANTICO,PUERTO COLOMBIA,COUNTRY CLUB VILLAS
891,ATLANTICO,PUERTO COLOMBIA,COUNTRY MAR
892,ATLANTICO,PUERTO COLOMBIA,LAGOS DE CAUJARAL
893,ATLANTICO,PUERTO COLOMBIA,VILLA CAMPESTRE
894,ATLANTICO,REPELON,REPELON
895,ATLANTICO,REPELON,ARROYO NEGRO
896,ATLANTICO,REPELON,CIEN PESOS
897,ATLANTICO,REPELON,LAS TABLAS
898,ATLANTICO,REPELON,ROTINET
899,ATLANTICO,REPELON,VILLA ROSA
900,ATLANTICO,REPELON,EL PORVENIR (LAS COMPUERTAS)
901,ATLANTICO,SABANAGRANDE,SABANAGRANDE
902,ATLANTICO,SABANALARGA,SABANALARGA
903,ATLANTICO,SABANALARGA,AGUADA DE PABLO
904,ATLANTICO,SABANALARGA,CASCAJAL
905,ATLANTICO,SABANALARGA,COLOMBIA
906,ATLANTICO,SABANALARGA,ISABEL LOPEZ
907,ATLANTICO,SABANALARGA,LA PEÑA
908,ATLANTICO,SABANALARGA,MOLINERO
909,ATLANTICO,SABANALARGA,MIRADOR
910,ATLANTICO,SABANALARGA,GALLEGO
911,ATLANTICO,SABANALARGA,PATILLA
912,ATLANTICO,SANTA LUCIA,SANTA LUCIA
913,ATLANTICO,SANTA LUCIA,ALGODONAL
914,ATLANTICO,SANTO TOMAS,SANTO TOMAS
915,ATLANTICO,SANTO TOMAS,EL UVITO
916,ATLANTICO,SOLEDAD,SOLEDAD
917,ATLANTICO,SUAN,SUAN
918,ATLANTICO,TUBARA,TUBARA
919,ATLANTICO,TUBARA,CUATRO BOCAS
920,ATLANTICO,TUBARA,EL MORRO
921,ATLANTICO,TUBARA,GUAIMARAL
922,ATLANTICO,TUBARA,JUARUCO
923,ATLANTICO,TUBARA,PLAYA MENDOZA
924,ATLANTICO,TUBARA,PLAYAS DE EDRIMAN
925,ATLANTICO,TUBARA,VILLAS DE PALMARITO
926,ATLANTICO,USIACURI,USIACURI
927,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C."
928,"BOGOTA, D.C.","BOGOTA, D.C.",NAZARETH
929,"BOGOTA, D.C.","BOGOTA, D.C.",SAN JUAN DE SUMAPAZ
930,"BOGOTA, D.C.","BOGOTA, D.C.",PASQUILLA
931,"BOGOTA, D.C.","BOGOTA, D.C.",SAN JUAN
932,"BOGOTA, D.C.","BOGOTA, D.C.",BETANIA
933,"BOGOTA, D.C.","BOGOTA, D.C.",LA UNION
934,BOLIVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS
935,BOLIVAR,CARTAGENA DE INDIAS,ARROYO DE PIEDRA
936,BOLIVAR,CARTAGENA DE INDIAS,ARROYO GRANDE
937,BOLIVAR,CARTAGENA DE INDIAS,BARU
938,BOLIVAR,CARTAGENA DE INDIAS,BAYUNCA
939,BOLIVAR,CARTAGENA DE INDIAS,BOCACHICA
940,BOLIVAR,CARTAGENA DE INDIAS,CAÑO DEL ORO
941,BOLIVAR,CARTAGENA DE INDIAS,ISLA FUERTE
942,BOLIVAR,CARTAGENA DE INDIAS,LA BOQUILLA
943,BOLIVAR,CARTAGENA DE INDIAS,PASACABALLOS
944,BOLIVAR,CARTAGENA DE INDIAS,PUNTA CANOA
945,BOLIVAR,CARTAGENA DE INDIAS,SANTA ANA
946,BOLIVAR,CARTAGENA DE INDIAS,TIERRA BOMBA
947,BOLIVAR,CARTAGENA DE INDIAS,PUNTA ARENA
948,BOLIVAR,CARTAGENA DE INDIAS,ARARCA
949,BOLIVAR,CARTAGENA DE INDIAS,LETICIA
950,BOLIVAR,CARTAGENA DE INDIAS,ARCHIPIELAGO DE SAN BERNARDO
